2018-12-09 00:16:29.242 [Thread-408] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Closing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@6b9267b: startup date [Sat Dec 08 23:52:52 CST 2018]; root of context hierarchy
2018-12-09 15:34:07.312 [main] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Bean with name 'dataSource' has been autodetected for JMX exposure
2018-12-09 15:34:07.318 [main] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Located MBean 'dataSource': registering with JMX server as MBean [com.zaxxer.hikari:name=dataSource,type=HikariDataSource]
2018-12-09 15:34:07.331 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2018-12-09 15:34:07.353 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2018-12-09 15:34:07.381 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2018-12-09 15:34:07.387 [main] INFO  com.baomidou.springboot.Application - Started Application in 5.227 seconds (JVM running for 6.95)
2018-12-09 15:34:07.390 [main] INFO  com.baomidou.springboot.Application - PortalApplication is success!
2018-12-09 15:34:11.568 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2018-12-09 15:34:11.568 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
2018-12-09 15:34:11.596 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 28 ms
2018-12-09 15:34:11.678 [tio-timer-checkheartbeat-1] INFO  org.tio.server.ServerGroupContext - null, 用户取消了框架层面的心跳检测，如果业务需要，请用户自己去完成心跳检测
2018-12-09 15:34:11.936 [http-nio-8080-exec-3] ERROR com.baomidou.springboot.util.ImgMnUtil - 图片index:1
2018-12-09 15:34:12.182 [tio-group-1] INFO  io.lettuce.core.EpollProvider - Starting without optional epoll library
2018-12-09 15:34:12.183 [tio-group-1] INFO  io.lettuce.core.KqueueProvider - Starting without optional kqueue library
2018-12-09 15:34:12.297 [tio-group-1] ERROR com.baomidou.springboot.util.ImgMnUtil - 图片index:2
2018-12-09 15:34:12.298 [tio-group-1] ERROR com.baomidou.springboot.util.ImgMnUtil - 图片index:3
2018-12-09 15:34:12.298 [tio-group-1] ERROR com.baomidou.springboot.util.ImgMnUtil - 图片index:4
2018-12-09 15:34:12.315 [tio-group-1] INFO  c.b.springboot.im.processor.LoginServiceProcessor - 登录成功回调方法
2018-12-09 15:34:12.315 [tio-group-1] ERROR com.baomidou.springboot.util.ImgMnUtil - 图片index:5
2018-12-09 15:34:12.316 [tio-group-1] ERROR com.baomidou.springboot.util.ImgMnUtil - 图片index:6
2018-12-09 15:34:12.316 [tio-group-1] ERROR com.baomidou.springboot.util.ImgMnUtil - 图片index:7
2018-12-09 15:34:14.891 [http-nio-8080-exec-8] ERROR com.baomidou.springboot.util.ImgMnUtil - 图片index:8
2018-12-09 15:34:14.892 [http-nio-8080-exec-8] ERROR com.baomidou.springboot.util.ImgMnUtil - 图片index:9
2018-12-09 15:34:14.905 [http-nio-8080-exec-9] ERROR com.baomidou.springboot.util.ImgMnUtil - 图片index:10
2018-12-09 15:34:14.906 [http-nio-8080-exec-9] ERROR com.baomidou.springboot.util.ImgMnUtil - 图片index:11
2018-12-09 15:34:15.243 [tio-group-9] ERROR com.baomidou.springboot.util.ImgMnUtil - 图片index:12
2018-12-09 15:34:15.244 [tio-group-9] ERROR com.baomidou.springboot.util.ImgMnUtil - 图片index:13
2018-12-09 15:34:15.245 [tio-group-9] ERROR com.baomidou.springboot.util.ImgMnUtil - 图片index:14
2018-12-09 15:34:15.245 [tio-group-9] INFO  c.b.springboot.im.processor.LoginServiceProcessor - 登录成功回调方法
2018-12-09 15:34:15.245 [tio-group-9] ERROR com.baomidou.springboot.util.ImgMnUtil - 图片index:15
2018-12-09 15:34:15.245 [tio-group-9] ERROR com.baomidou.springboot.util.ImgMnUtil - 图片index:16
2018-12-09 15:34:15.246 [tio-group-9] ERROR com.baomidou.springboot.util.ImgMnUtil - 图片index:17
2018-12-09 15:36:08.616 [Thread-409] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Closing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@476aac9: startup date [Sun Dec 09 15:34:03 CST 2018]; root of context hierarchy
2018-12-09 15:36:08.622 [Thread-409] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Unregistering JMX-exposed beans on shutdown
2018-12-09 15:36:08.625 [Thread-409] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Unregistering JMX-exposed beans
2018-12-09 15:36:09.763 [Thread-409] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2018-12-09 15:36:09.773 [Thread-409] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2018-12-09 15:36:20.622 [main] INFO  com.baomidou.springboot.Application - Starting Application on LHTdeMacBook-Pro.local with PID 923 (/STUDY/code/share-self/target/classes started by lht in /STUDY/code/share-self)
2018-12-09 15:36:20.624 [main] INFO  com.baomidou.springboot.Application - No active profile set, falling back to default profiles: default
2018-12-09 15:36:20.686 [main] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@5bbc9f97: startup date [Sun Dec 09 15:36:20 CST 2018]; root of context hierarchy
2018-12-09 15:36:21.353 [main] INFO  o.s.b.factory.support.DefaultListableBeanFactory - Overriding bean definition for bean 'loginServiceProcessor' with a different definition: replacing [Generic bean: class [com.baomidou.springboot.im.processor.LoginServiceProcessor]; scope=singleton; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in file [/STUDY/code/share-self/target/classes/com/baomidou/springboot/im/processor/LoginServiceProcessor.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=commonsConfig; factoryMethodName=loginServiceProcessor; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [com/baomidou/springboot/config/CommonsConfig.class]]
2018-12-09 15:36:21.378 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - Skipping MapperFactoryBean with name 'articleMapper' and 'com.baomidou.springboot.content.mapper.ArticleMapper' mapperInterface. Bean already defined with the same name!
2018-12-09 15:36:21.379 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - Skipping MapperFactoryBean with name 'commenstMapper' and 'com.baomidou.springboot.content.mapper.CommenstMapper' mapperInterface. Bean already defined with the same name!
2018-12-09 15:36:21.379 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - Skipping MapperFactoryBean with name 'focusUserMapper' and 'com.baomidou.springboot.content.mapper.FocusUserMapper' mapperInterface. Bean already defined with the same name!
2018-12-09 15:36:21.379 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - Skipping MapperFactoryBean with name 'loveArticleMapper' and 'com.baomidou.springboot.content.mapper.LoveArticleMapper' mapperInterface. Bean already defined with the same name!
2018-12-09 15:36:21.379 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - Skipping MapperFactoryBean with name 'photosMapper' and 'com.baomidou.springboot.content.mapper.PhotosMapper' mapperInterface. Bean already defined with the same name!
2018-12-09 15:36:21.379 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - Skipping MapperFactoryBean with name 'videoMapper' and 'com.baomidou.springboot.content.mapper.VideoMapper' mapperInterface. Bean already defined with the same name!
2018-12-09 15:36:21.380 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - Skipping MapperFactoryBean with name 'friendGroupMapper' and 'com.baomidou.springboot.im.mapper.FriendGroupMapper' mapperInterface. Bean already defined with the same name!
2018-12-09 15:36:21.380 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - Skipping MapperFactoryBean with name 'friendMapper' and 'com.baomidou.springboot.im.mapper.FriendMapper' mapperInterface. Bean already defined with the same name!
2018-12-09 15:36:21.380 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - Skipping MapperFactoryBean with name 'groupMapper' and 'com.baomidou.springboot.im.mapper.GroupMapper' mapperInterface. Bean already defined with the same name!
2018-12-09 15:36:21.380 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - Skipping MapperFactoryBean with name 'groupUserMapper' and 'com.baomidou.springboot.im.mapper.GroupUserMapper' mapperInterface. Bean already defined with the same name!
2018-12-09 15:36:21.381 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - Skipping MapperFactoryBean with name 'messageMapper' and 'com.baomidou.springboot.im.mapper.MessageMapper' mapperInterface. Bean already defined with the same name!
2018-12-09 15:36:21.381 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - Skipping MapperFactoryBean with name 'userClientMapper' and 'com.baomidou.springboot.im.mapper.UserClientMapper' mapperInterface. Bean already defined with the same name!
2018-12-09 15:36:21.381 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - Skipping MapperFactoryBean with name 'permissionMapper' and 'com.baomidou.springboot.auth.mapper.PermissionMapper' mapperInterface. Bean already defined with the same name!
2018-12-09 15:36:21.381 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - Skipping MapperFactoryBean with name 'roleMapper' and 'com.baomidou.springboot.auth.mapper.RoleMapper' mapperInterface. Bean already defined with the same name!
2018-12-09 15:36:21.381 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - Skipping MapperFactoryBean with name 'rolePermissionMapper' and 'com.baomidou.springboot.auth.mapper.RolePermissionMapper' mapperInterface. Bean already defined with the same name!
2018-12-09 15:36:21.382 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - Skipping MapperFactoryBean with name 'userMapper' and 'com.baomidou.springboot.auth.mapper.UserMapper' mapperInterface. Bean already defined with the same name!
2018-12-09 15:36:21.382 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - Skipping MapperFactoryBean with name 'userRoleMapper' and 'com.baomidou.springboot.auth.mapper.UserRoleMapper' mapperInterface. Bean already defined with the same name!
2018-12-09 15:36:21.382 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.baomidou.springboot.content.mapper, com.baomidou.springboot.im.mapper, com.baomidou.springboot.auth.mapper]' package. Please check your configuration.
2018-12-09 15:36:21.411 [main] INFO  o.s.b.factory.support.DefaultListableBeanFactory - Overriding bean definition for bean 'websocketContainerCustomizer' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration$JettyWebSocketConfiguration; factoryMethodName=websocketContainerCustomizer; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/websocket/servlet/WebSocketServletAutoConfiguration$JettyWebSocketConfiguration.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration$TomcatWebSocketConfiguration; factoryMethodName=websocketContainerCustomizer; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/websocket/servlet/WebSocketServletAutoConfiguration$TomcatWebSocketConfiguration.class]]
2018-12-09 15:36:21.484 [main] INFO  o.s.b.factory.support.DefaultListableBeanFactory - Overriding bean definition for bean 'dataSource' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.autoconfigure.jdbc.DataSourceConfiguration$Generic; factoryMethodName=dataSource; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/jdbc/DataSourceConfiguration$Generic.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.autoconfigure.jdbc.DataSourceConfiguration$Hikari; factoryMethodName=dataSource; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/jdbc/DataSourceConfiguration$Hikari.class]]
2018-12-09 15:36:21.524 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2018-12-09 15:36:21.980 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$8c35e155] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-12-09 15:36:22.421 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2018-12-09 15:36:22.433 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2018-12-09 15:36:22.446 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2018-12-09 15:36:22.446 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.31
2018-12-09 15:36:22.454 [localhost-startStop-1] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [/Users/lht/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.]
2018-12-09 15:36:22.542 [localhost-startStop-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2018-12-09 15:36:22.543 [localhost-startStop-1] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1857 ms
2018-12-09 15:36:22.657 [localhost-startStop-1] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Servlet dispatcherServlet mapped to [/]
2018-12-09 15:36:22.662 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2018-12-09 15:36:22.662 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2018-12-09 15:36:22.662 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2018-12-09 15:36:22.662 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
2018-12-09 15:36:22.917 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2018-12-09 15:36:23.130 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2018-12-09 15:36:24.173 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-12-09 15:36:24.380 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@5bbc9f97: startup date [Sun Dec 09 15:36:20 CST 2018]; root of context hierarchy
2018-12-09 15:36:24.450 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/article/update]}" onto public com.baomidou.springboot.response.ResponseMessage<java.lang.Boolean> com.baomidou.springboot.content.controller.ArticleController.update(com.baomidou.springboot.content.vo.ArticleVO,java.lang.Long)
2018-12-09 15:36:24.451 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/article/getAll],methods=[GET]}" onto public com.baomidou.springboot.response.ResponseMessage<java.util.List<com.baomidou.springboot.content.vo.ArticleVO>> com.baomidou.springboot.content.controller.ArticleController.getAll()
2018-12-09 15:36:24.452 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/article/page],methods=[GET]}" onto public com.baomidou.springboot.response.ResponseMessage<com.baomidou.mybatisplus.core.metadata.IPage<com.baomidou.springboot.content.vo.ArticleVO>> com.baomidou.springboot.content.controller.ArticleController.page(java.lang.Integer,java.lang.Integer)
2018-12-09 15:36:24.452 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/article/get],methods=[GET]}" onto public com.baomidou.springboot.response.ResponseMessage<com.baomidou.springboot.content.vo.ArticleVO> com.baomidou.springboot.content.controller.ArticleController.getById(java.lang.Long)
2018-12-09 15:36:24.452 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/article/add],methods=[POST]}" onto public com.baomidou.springboot.response.ResponseMessage<java.lang.Boolean> com.baomidou.springboot.content.controller.ArticleController.addArticle(com.baomidou.springboot.content.entity.Article,java.lang.String)
2018-12-09 15:36:24.452 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/article/{id}]}" onto public com.baomidou.springboot.response.ResponseMessage<java.lang.Boolean> com.baomidou.springboot.content.controller.ArticleController.deleteById(java.lang.Long)
2018-12-09 15:36:24.453 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/article/getByUser],methods=[GET]}" onto public com.baomidou.springboot.response.ResponseMessage<java.util.List<com.baomidou.springboot.content.vo.ArticleVO>> com.baomidou.springboot.content.controller.ArticleController.getByUser(java.lang.Long)
2018-12-09 15:36:24.453 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/article/like_title],methods=[GET]}" onto public com.baomidou.springboot.response.ResponseMessage<java.util.List<com.baomidou.springboot.content.vo.ArticleVO>> com.baomidou.springboot.content.controller.ArticleController.getArticleByWrapper(java.lang.String)
2018-12-09 15:36:24.453 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/article/page_helper],methods=[GET]}" onto public com.baomidou.mybatisplus.core.metadata.IPage com.baomidou.springboot.content.controller.ArticleController.pagehelper(com.baomidou.mybatisplus.extension.plugins.pagination.Page)
2018-12-09 15:36:24.453 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/article/test_transactional],methods=[GET]}" onto public void com.baomidou.springboot.content.controller.ArticleController.testTransactional(com.baomidou.springboot.content.vo.ArticleVO)
2018-12-09 15:36:24.454 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/comments/page],methods=[GET]}" onto public com.baomidou.springboot.response.ResponseMessage com.baomidou.springboot.content.controller.CommentsController.test(java.lang.Integer,java.lang.Integer)
2018-12-09 15:36:24.454 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/comments/getAll],methods=[GET]}" onto public com.baomidou.springboot.response.ResponseMessage<java.util.List<com.baomidou.springboot.content.vo.CommentsVO>> com.baomidou.springboot.content.controller.CommentsController.getAll(java.lang.Long)
2018-12-09 15:36:24.455 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/comments/{id}]}" onto public com.baomidou.springboot.response.ResponseMessage<java.lang.Boolean> com.baomidou.springboot.content.controller.CommentsController.deleteById(java.lang.Long)
2018-12-09 15:36:24.455 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/comments/add],methods=[POST]}" onto public com.baomidou.springboot.response.ResponseMessage<java.lang.Boolean> com.baomidou.springboot.content.controller.CommentsController.addComments(com.baomidou.springboot.content.entity.Comments)
2018-12-09 15:36:24.456 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/focus/getAll],methods=[GET]}" onto public com.baomidou.springboot.response.ResponseMessage<java.util.List<com.baomidou.springboot.auth.entity.User>> com.baomidou.springboot.content.controller.FocusUserController.getAll(java.lang.Long)
2018-12-09 15:36:24.456 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/love/getALl],methods=[GET]}" onto public com.baomidou.springboot.response.ResponseMessage<java.util.List<com.baomidou.springboot.content.vo.ArticleVO>> com.baomidou.springboot.content.controller.LoveArticleController.getAll(java.lang.Long)
2018-12-09 15:36:24.457 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/article_photos/update]}" onto public com.baomidou.springboot.response.ResponseMessage com.baomidou.springboot.content.controller.PhotoArticleController.update(com.baomidou.springboot.content.entity.Photos)
2018-12-09 15:36:24.457 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/article_photos/add]}" onto public com.baomidou.springboot.response.ResponseMessage com.baomidou.springboot.content.controller.PhotoArticleController.addPhotoByArticle(java.util.List<java.lang.String>,java.lang.Long)
2018-12-09 15:36:24.458 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/article_video/update]}" onto public com.baomidou.springboot.response.ResponseMessage com.baomidou.springboot.content.controller.VideoArticleController.update(com.baomidou.springboot.content.entity.Video)
2018-12-09 15:36:24.458 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/article_video/add]}" onto public com.baomidou.springboot.response.ResponseMessage com.baomidou.springboot.content.controller.VideoArticleController.addPhotoByArticle(com.baomidou.springboot.content.entity.Video)
2018-12-09 15:36:24.459 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/friend/{userId}],methods=[GET]}" onto public com.baomidou.springboot.response.ResponseMessage<java.util.List<com.baomidou.springboot.im.vo.FriendVO>> com.baomidou.springboot.im.controller.FriendController.getUsers(java.lang.String)
2018-12-09 15:36:24.459 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/groupuser/{userId}],methods=[GET]}" onto public com.baomidou.springboot.response.ResponseMessage<java.util.List<com.baomidou.springboot.im.vo.GroupUserVO>> com.baomidou.springboot.im.controller.GroupUserController.getGroups(java.lang.Long)
2018-12-09 15:36:24.460 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/userclient/login]}" onto public com.baomidou.springboot.response.ResponseMessage<com.baomidou.springboot.im.entity.UserClient> com.baomidou.springboot.im.controller.UserClientController.login(java.lang.String,java.lang.String)
2018-12-09 15:36:24.460 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/userclient/add],methods=[POST]}" onto public com.baomidou.springboot.response.ResponseMessage<java.lang.Boolean> com.baomidou.springboot.im.controller.UserClientController.login(com.baomidou.springboot.im.entity.UserClient)
2018-12-09 15:36:24.461 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/index/register]}" onto public com.baomidou.springboot.response.ResponseMessage com.baomidou.springboot.auth.controller.IndexController.reg(com.baomidou.springboot.auth.vo.UserVO)
2018-12-09 15:36:24.461 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/index/logout]}" onto public com.baomidou.springboot.response.ResponseMessage com.baomidou.springboot.auth.controller.IndexController.logout()
2018-12-09 15:36:24.461 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/index/login]}" onto public com.baomidou.springboot.response.ResponseMessage com.baomidou.springboot.auth.controller.IndexController.login(java.lang.String,java.lang.String,java.lang.String,java.lang.String)
2018-12-09 15:36:24.462 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/permission/get],methods=[GET]}" onto public com.baomidou.springboot.response.ResponseMessage<java.util.List<com.baomidou.springboot.auth.entity.Permission>> com.baomidou.springboot.auth.controller.PermissionController.get()
2018-12-09 15:36:24.462 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/role/get],methods=[GET]}" onto public com.baomidou.springboot.response.ResponseMessage<java.util.List<com.baomidou.springboot.auth.entity.Role>> com.baomidou.springboot.auth.controller.RoleController.get()
2018-12-09 15:36:24.465 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/role_permission/get],methods=[GET]}" onto public com.baomidou.springboot.response.ResponseMessage<java.util.List<com.baomidou.springboot.auth.entity.RolePermission>> com.baomidou.springboot.auth.controller.RolePermissionController.get(java.lang.Long)
2018-12-09 15:36:24.468 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/register]}" onto public com.baomidou.springboot.response.ResponseMessage com.baomidou.springboot.auth.controller.UserController.register(com.baomidou.springboot.auth.vo.UserVO)
2018-12-09 15:36:24.468 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/update]}" onto public com.baomidou.springboot.response.ResponseMessage<java.lang.Boolean> com.baomidou.springboot.auth.controller.UserController.update(com.baomidou.springboot.auth.vo.UserVO)
2018-12-09 15:36:24.468 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/page],methods=[GET]}" onto public com.baomidou.springboot.response.ResponseMessage com.baomidou.springboot.auth.controller.UserController.test(java.lang.Integer,java.lang.Integer)
2018-12-09 15:36:24.468 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/checkName]}" onto public com.baomidou.springboot.response.ResponseMessage com.baomidou.springboot.auth.controller.UserController.isName(java.lang.String)
2018-12-09 15:36:24.468 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/checkEmail]}" onto public com.baomidou.springboot.response.ResponseMessage com.baomidou.springboot.auth.controller.UserController.isEmail(java.lang.String)
2018-12-09 15:36:24.469 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/checkPhone]}" onto public com.baomidou.springboot.response.ResponseMessage com.baomidou.springboot.auth.controller.UserController.isPhone(java.lang.String)
2018-12-09 15:36:24.469 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/select_sql],methods=[GET]}" onto public java.lang.Object com.baomidou.springboot.auth.controller.UserController.getUserBySql()
2018-12-09 15:36:24.469 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/like_name],methods=[GET]}" onto public com.baomidou.springboot.response.ResponseMessage<java.util.List<com.baomidou.springboot.auth.vo.UserVO>> com.baomidou.springboot.auth.controller.UserController.getUserByWrapper(java.lang.String)
2018-12-09 15:36:24.469 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/add],methods=[POST]}" onto public com.baomidou.springboot.response.ResponseMessage<java.lang.Boolean> com.baomidou.springboot.auth.controller.UserController.addUser(com.baomidou.springboot.auth.vo.UserVO)
2018-12-09 15:36:24.469 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/{id}]}" onto public com.baomidou.springboot.response.ResponseMessage<java.lang.Boolean> com.baomidou.springboot.auth.controller.UserController.deleteById(java.lang.String)
